sample	bin.id	Assembly	gtdb	completeness	contamination	strain.heterogeneity	X16S.location	X16S.lineage.SILVA	X16S.v4	X5S.location	X23S.location	DrepWinner	Domain	Phylum	Class	Order	Family	Genus	Species	X
LP	LP_meg_bin.89	megahit by sample	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	85.92	0	0	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Kineothrix	s__	
LP	LP_meg_bin.9	megahit by sample	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	81.36	0	0	LP_meg_bin.9_k119_374227	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;	nomatch	none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminiclostridium_E	s__	
LP	LP_meg_bin.94	megahit by sample	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	92.09	0.63	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	
LP	LP_meg_bin.99	megahit by sample	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	93.71	0.48	0	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	
KE	KE_bin.1co	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	99.42	0.23	0	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__	
KE	KE_bin.3co	idba by sample subtractive assembly	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	93.03	0.04	0	none			none	none	no	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica	
KL	KL_CoAss_bin.5	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	99.42	0.23	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__	
KL	KL_CoAss_bin.4	idba by sample subtractive assembly	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	74.28	0	0	none			none	none	no	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp002428825	
KL	KL_CoAss_bin.1	idba by sample subtractive assembly	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	51.72	0	0	none			none	none	no	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica	
KS	KS_CoAss_bin.25	idba by sample subtractive assembly	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	82.69	0	0	none			none	none	no	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp002428825	
KS	KS_CoAss_bin.30	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B animalis	50	0	0	none			"scaffold_626, scaffold_626"	none	no	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus_B	s__Lactobacillus_B animalis	
KS	KS_CoAss_bin.58	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	54.36	0	0	none			scaffold_887	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus sp000403395	
LO	LO_CoAss_bin.10	idba by sample subtractive assembly	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__	56.79	0	0	none			none	none	no	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Duncaniella	s__	
LO	LO_CoAss_bin.101	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	66.67	0.88	100	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LO	LO_CoAss_bin.102	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	67.45	0.17	0	none			scaffold_1265	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LO	LO_CoAss_bin.107	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	50.51	0.06	100	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LO	LO_CoAss_bin.12	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	73.68	3.51	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	
LO	LO_CoAss_bin.15	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	67.65	3.58	66.67	none			scaffold_4969	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	
LO	LO_CoAss_bin.16	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	74.75	6.67	75.86	none			scaffold_570	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LO	LO_CoAss_bin.17	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	82.02	1.34	33.33	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LO	LO_CoAss_bin.18	idba by sample subtractive assembly	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	97.36	0	0	none			none	none	no	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp002428825	
LO	LO_CoAss_bin.20	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	88.36	4.47	54.55	none			scaffold_3266	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	
LO	LO_CoAss_bin.23	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	70.6	0.67	0	none			scaffold_573	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__	s__	
LO	LO_CoAss_bin.25	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	97.67	0.86	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__	
LO	LO_CoAss_bin.31	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	75.5	2.21	33.33	none			"scaffold_5667, scaffold_5667"	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	
LO	LO_CoAss_bin.36	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	55.17	1.72	100	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__	
LO	LO_CoAss_bin.40	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	83.67	2.82	0	none			scaffold_12103	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	
LO	LO_CoAss_bin.41	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-552;g__;s__	65.12	0	0	LO_CoAss_bin.41_scaffold_474	Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;	nomatch	"scaffold_474, scaffold_474"	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__4C28d-15	f__CAG-552	g__	s__	
LO	LO_CoAss_bin.48	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000403455	87.52	0.97	0	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea	s__Dorea sp000403455	
LO	LO_CoAss_bin.52	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	86.78	0.57	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	
LO	LO_CoAss_bin.65	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002490665	88.8	1.72	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp002490665	
LO	LO_CoAss_bin.67	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	79.79	1.72	0	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__	
LO	LO_CoAss_bin.72	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__	52.68	0.67	0	none			scaffold_9746	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UBA9475	s__	
LO	LO_CoAss_bin.74	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	85.51	2.53	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LO	LO_CoAss_bin.84	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	80.25	0.63	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LO	LO_CoAss_bin.85	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	78.6	4.03	16.67	none			scaffold_4661	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__	
LO	LO_CoAss_bin.96	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405;s__	58.21	0.29	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA1405	s__	
LO	LO_CoAss_bin.98	idba by sample subtractive assembly	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	94.56	1.4	25	none			none	none	no	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila	
LP	LP_CoAss_bin.1	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	76.04	1.34	33.33	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LP	LP_CoAss_bin.105	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000403455	85.77	0.97	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea	s__Dorea sp000403455	
LP	LP_CoAss_bin.109	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	82.79	0.63	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LP	LP_CoAss_bin.112	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	86.14	1.27	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LP	LP_CoAss_bin.113	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	79.19	5.26	9.09	none			scaffold_2780	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__	
LP	LP_CoAss_bin.114	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__ASF356;s__	97.32	0	0	none			scaffold_5075	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__ASF356	s__	
LP	LP_CoAss_bin.117	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	79.32	4.03	25	none			"scaffold_228, scaffold_4661"	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__	
LP	LP_CoAss_bin.18	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405;s__	58.88	1.34	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA1405	s__	
LP	LP_CoAss_bin.29	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	89.48	1.46	20	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__	
LP	LP_CoAss_bin.40	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp000364245	74.14	2.59	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena sp000364245	
LP	LP_CoAss_bin.42	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	83.66	0.67	100	none			scaffold_3266	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	
LP	LP_CoAss_bin.47	idba by sample subtractive assembly	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	97.36	0	0	none			none	none	no	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp002428825	
LP	LP_CoAss_bin.5	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	86.3	0.29	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__	
LP	LP_CoAss_bin.53	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	73.6	1.58	33.33	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LP	LP_CoAss_bin.57	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__	51.01	0	0	none			scaffold_9746	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UBA9475	s__	
LP	LP_CoAss_bin.59	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	96.48	0	0	none			scaffold_1265	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LP	LP_CoAss_bin.63	idba by sample subtractive assembly	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	85.03	1.4	25	none			none	none	no	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila	
LP	LP_CoAss_bin.64	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-552;g__;s__	65.12	0	0	LP_CoAss_bin.64_scaffold_474	Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;	nomatch	"scaffold_474, scaffold_474"	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__4C28d-15	f__CAG-552	g__	s__	
LP	LP_CoAss_bin.67	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	62.72	0.37	50	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA9502	s__	
LP	LP_CoAss_bin.70	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	93.68	1.15	0	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	
LP	LP_CoAss_bin.71	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	87.36	1.01	60	none			scaffold_12103	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	
LP	LP_CoAss_bin.75	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	66.91	0.67	0	none			scaffold_573	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__	s__	
LP	LP_CoAss_bin.77	idba by sample subtractive assembly	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__	56.79	0	0	none			none	none	no	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Duncaniella	s__	
LP	LP_CoAss_bin.83	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	78.68	0.28	50	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LP	LP_CoAss_bin.87	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	78.72	0.81	50	none			"scaffold_5667, scaffold_5667"	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	
LM	LM_CoAss_bin.1	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	91.61	3.12	53.33	none			scaffold_2780	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__	
LM	LM_CoAss_bin.10	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	79.08	0.2	50	none			"scaffold_5667, scaffold_5667"	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	
LM	LM_CoAss_bin.12	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	91.46	5.64	7.14	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA9502	s__	
LM	LM_CoAss_bin.13	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp000364245	78.98	4.39	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena	sp000364245
LM	LM_CoAss_bin.15	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	68.12	0	0	none			scaffold_1265	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LM	LM_CoAss_bin.18	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	78.39	1.01	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LM	LM_CoAss_bin.2	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	87.41	1.9	33.33	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LM	LM_CoAss_bin.25	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	97.65	1.19	16.67	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__	
LM	LM_CoAss_bin.32	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	69.27	5.63	26.67	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	
LM	LM_CoAss_bin.37	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	57.58	1.57	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	
LM	LM_CoAss_bin.39	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	96.41	0.79	0	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LM	LM_CoAss_bin.47	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	85.56	3.97	11.11	none			none	none	yes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__	
LM	LM_CoAss_bin.62	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	82.96	1.27	0	none			none	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	
LM	LM_CoAss_bin.65	idba by sample subtractive assembly	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__	56.79	0	0	none			none	none	yes	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Duncaniella	s__	
LM	LM_CoAss_bin.66	idba by sample subtractive assembly	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	71.4	1.51	25	none			scaffold_3505	none	no	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__	
